"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Bulgaria","BGR","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.61534171853962","5.44648230803703","5.4045588418768","4.96517322056487","5.21385805847751","4.94218193925029","5.22814923253718","4.95343432190993","5.34233018810318","5.35213835693983","5.50999454963768","5.48915176671298","5.96406643958612","6.12450998137106","6.70655434565832","6.79632754745535","7.05973440747225","7.65720159284081","8.23707440052787","9.0255216832994","8.97809488097811","8.51827122490153","8.98831932513495","9.70077530566465","9.25828114842","","","","","","","","","",
"Bahrain","BHR","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.11631634503784","4.65126262354674","4.51058523920755","4.83068806064329","4.53324432963419","4.65265456585606","4.84550643570557","4.43141380749431","4.41982096174768","4.65264330901253","4.63862727327412","4.62639925444741","4.61125894139409","4.62021486049229","4.9240522085369","4.57863763033759","4.55026753511876","4.70927795150224","4.61535726567809","4.87281570509644","4.91792633400756","5.01140376996204","5.24880456505079","5.06461709789624","5.1129062896477","","","","","","","","","",
"Bahamas, The","BHS","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.137918852766","","","","","","","","","","","","","","17.709469619745","17.4690177470046","17.6549782080338","17.8345028260838","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.52847245906942","1.53935398209204","2.04491964584785","2.40098835801862","6.89156441404417","7.67578028071531","10.1334426505429","8.96871110957187","8.41517424882999","9.31359431491071","7.48579118174219","7.93390351296937","7.94297854274756","8.26371534169119","8.03706780340563","7.96786330597489","7.9871010746459","8.44847416731721","7.92595673783347","7.37136810371974","7.13249110461687","6.53155558896212","6.92516743508562","7.34051418493463","6.12503885920206","","","","","","","","","",
"Belarus","BLR","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.76618593961334","2.80509086161763","3.03891808960326","3.29704913394889","3.4283581758671","3.32049427552761","3.32400814011834","3.71236753328459","4.10805270234924","4.36220118373612","4.54126244099634","4.73577906166333","4.87976518727409","5.07394557466015","5.46801161615655","5.98806132290945","6.18803812152475","6.86094893954966","7.55019357327163","7.96797155390884","8.27420430995152","8.19130126086174","8.01590470530841","9.05244411085973","9.04605252045225","","","","","","","","","",
"Belize","BLZ","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2087932322214","","","","","","","","","","","","","","22.427065898735","22.0705013497311","21.5910364243978","21.5628452095731","","","","","","","","","","","","","","","","",
"Bermuda","BMU","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.9961897420715","14.2921317673748","13.7156556805393","13.3767865029089","12.7195667511325","11.8645602204469","11.5167756741513","11.0829118704686","11.5158125790111","11.7683607169005","10.7835886580576","14.0928195708528","12.0476982716497","11.9023712479737","12.3839845837081","11.856555398853","9.92761415160139","12.7411980181482","12.7165039388195","12.6178755316775","12.0609988544519","12.0150480587241","10.986050620695","11.6695059710056","11.5263149739956","","","","","","","","","",
"Brazil","BRA","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4384878772932","13.3252251349991","13.1159754312138","13.4259125850716","13.4997778221723","13.6043015673738","13.2025784778732","12.9912789014241","12.7298138172116","12.5059191599461","13.0023786853946","12.9570443516603","13.0084311965054","12.9440651509134","12.9684531711544","13.0549200557892","13.1161951412129","13.1653505701789","13.1057632635072","13.5316184643578","13.158975764167","13.4710912298588","13.1597430872842","13.001858202363","12.657460437852","","","","","","","","","",
"Barbados","BRB","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6336777074939","","","","","","","","","","","","","","13.432787050543","13.4270338916337","13.9558541798447","14.139443332959","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.4685578977524","15.8979591224768","14.3239199650816","14.7854809787167","16.0934509966556","13.6128956910756","13.5192955381857","13.9205535607138","13.0488708272816","13.3431072236018","13.7336532538383","15.050675538443","16.0121527053038","14.2847091384974","15.5960805284718","16.1495588733262","11.8311915224441","11.118782306227","9.73368815740053","11.1173620103672","10.7258461300609","9.31003746866014","9.50013419344632","11.7064361544608","9.76929102188306","","","","","","","","","",
"Bhutan","BTN","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9139967555642","","","","","","","","","","","","","","23.5569095961311","22.2269983340479","22.7017968026986","22.7930778897855","","","","","","","","","","","","","","","","",
"Botswana","BWA","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2757354336423","11.8968000049383","10.6246994346636","10.7959129452482","11.3536252298935","11.8654927299231","12.8709513695207","13.2885395398761","11.8241768696431","12.5569661054118","12.3196480403614","12.2074475269958","12.7469903194306","13.379800291783","13.9738284382296","14.1578847777902","14.8450369206039","15.1961539105165","14.8266647508837","13.6471421829737","13.7300228909171","15.2685020811029","13.4399450325523","14.1192558935844","13.6343866560296","","","","","","","","","",
"Central African Republic","CAF","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.29620621596335","5.19823814967953","5.12530149104334","5.09092499860139","5.13831125669245","5.20699990072941","5.19202511555481","5.35885702969231","5.59637435720586","5.72190366607581","5.846536798084","6.04446028541112","6.20654045271122","6.00111016078474","6.04644794024195","6.20650261174413","6.44554551654681","6.53516655690307","6.54387593626481","6.60140794672585","6.73759360362895","6.77431019824905","6.97587542541721","7.05369002294481","7.04359528029333","7.28240845683351","","","","","","","","",
"Central Europe and the Baltics","CEB","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.59239500240589","5.45017281321684","5.60531122072159","5.65408861419653","6.11146767666475","6.20533289204952","6.28640336754503","6.53127832955542","7.03002878571284","7.53272028520982","7.93378421461795","7.96856908075892","8.22121074769116","8.28371419855208","8.78319171037358","9.10260030891168","9.46885050454363","10.0829396069899","10.5133004327952","10.8811995264681","10.6061734113761","11.0095022017234","11.4466941111088","11.792965530676","12.409030052612","","","","","","","","","",
"Switzerland","CHE","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6159973351088","17.192841866381","17.1093634407603","17.5265962626995","17.5902737113884","17.9306729795076","17.6695568551634","17.7563034456398","18.0754813293353","18.3433295639784","19.3264608735519","18.4838078920396","18.9477605069477","18.8635802860076","19.3031013371063","19.9465478264583","19.8829064520848","21.7285429340578","21.4959132084888","20.8481434338883","22.1554571747618","23.2980197795503","23.3419480056771","22.7686226140372","24.858105134607","25.8237129282915","","","","","","","","",
"Channel Islands","CHI","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6224894586234","11.1991437390572","11.5127695423284","11.973601690821","11.6967400872518","11.857713510775","11.4336936028884","10.9656217347075","11.0328185705955","10.3554693812345","10.8098944795689","11.3632101867224","11.3280328117072","11.7410267460389","11.7606828911191","12.0730797347539","12.3006170367174","12.4721643539632","13.0699729188315","13.2768392310424","13.4500899334826","13.1131209230627","12.5743224589619","12.4910242696394","13.6277002785147","13.9458177170834","","","","","","","","",
"China","CHN","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.14548756838391","2.40705038397499","2.65901947923717","2.85873608280298","3.08535822830507","3.18838274502143","3.40991318958383","3.72881100429261","3.99395431529697","4.21841059291807","4.43728386068567","4.61913142440734","4.72263019922937","4.54741894402861","4.39006873285883","4.42363623404583","4.56103347097694","4.81734508692768","5.12101366254991","5.24374438606176","5.2528199646749","5.36533365024865","5.5755967625844","5.82075943069673","6.15752347088938","","","","","","","","","",
"Cote d'Ivoire","CIV","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7437873085343","14.3378109199351","13.1141848184932","12.638800013913","12.4342973855578","13.3705294124814","12.8235028357361","13.7802000869313","14.404293489495","12.2222848335283","12.6118737827862","12.8312947988427","11.6768197919902","11.7680207183195","8.61627517046041","8.41311581074651","8.79620092490437","8.26249553673165","8.61376351615406","9.73824300564493","9.60045985896909","7.92429615606345","7.8656891645354","8.134384787982","8.67539166649835","","","","","","","","","",
"Cameroon","CMR","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2779341817977","9.79149608796168","9.38590124106651","8.35217120726384","8.22358114017583","8.31628028120914","8.45790021793574","8.59607042099373","8.75003563318844","9.07439177055514","9.03537988704729","9.31611438674591","9.50797534125465","9.63490117777224","10.0024395631643","10.1648767582249","11.0724400194579","12.2500487760454","12.489592030328","11.8503487840605","12.1015097229962","12.9809652348758","13.1696154489507","13.1583067382607","13.3133781803339","","","","","","","","","",
"Congo, Dem. Rep.","COD","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7533113723391","6.17713877014292","5.4292598616365","4.60581194479439","4.41025983974434","4.2604879182427","4.07829366791066","3.78272323948265","3.63235356276213","3.4630577413672","3.22044312922677","3.05038312133419","3.03485410610395","3.08893630040696","3.17067711103889","3.23987598607776","3.28774359203407","3.37085552759977","3.45322764341805","3.44833857464398","3.56231713115611","3.58490736792441","3.09415018276224","3.19391668200786","3.34606377379052","","","","","","","","","",
"Congo, Rep.","COG","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.3051377717081","25.7966421467462","26.7955874398813","26.3687383381568","28.8949868108833","26.3164334947712","29.125111004089","30.2459818810493","31.3490912011345","31.0223272285633","33.6081972971505","31.1213938531754","32.3112582696196","27.6021603796202","26.8973464803534","26.7884706302555","22.162092040424","23.3017552162858","23.1493324156821","22.6326786424272","22.8417807218237","17.5334630218007","16.8203584151055","16.2795445169621","17.3414773072716","","","","","","","","","",
"Colombia","COL","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3670030911273","13.4874817885061","13.7197338659133","13.8220061137784","14.1269556416417","14.606510953929","14.5519328307396","15.5122027847552","14.8969669023694","15.9575017202281","16.345891324282","16.688764092356","17.4483057469826","17.7588001979715","18.5151565257367","18.6316708808702","18.9177083561155","20.3184451155569","20.0444355868721","19.5559677953621","20.1078838324336","21.4712750278602","22.103876352019","21.7823428892065","22.5255340075745","","","","","","","","","",
"Comoros","COM","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.0203537664961","","","","","","","","","","","","","","52.3355446785701","49.4567591243464","44.7223030517576","46.1796150598827","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.8956430513035","","","","","","","","","","","","","","28.3760277411544","27.2731139076063","28.5843391654521","32.6011608455684","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.3924138900559","19.6540440375981","16.6227062044101","17.4468339447795","18.5084352178881","18.8912218187388","19.0652284846819","19.8570140321887","21.400949271135","20.2251436257623","19.2178112091638","19.7706128080751","19.4346102988347","18.8889230512319","16.6496973137955","17.3175100258351","17.1777981869981","17.2458807474851","17.7581376225929","17.6993315570054","18.3061367077516","19.0756563079798","19.6800533791416","19.7103795301214","20.1472984324257","","","","","","","","","",
"Caribbean small states","CSS","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8113267451421","","","","","","","","","","","","","","16.8781646591693","16.4040327940813","17.125613774859","17.8107766626003","","","","","","","","","","","","","","","","",
"Cuba","CUB","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.18238271433338","2.07949653191331","2.1266393092508","2.23637531879368","2.11910807278353","2.2170140851449","2.2861792270747","2.06444852067978","2.20502584082859","2.13970452954539","2.40733246341822","2.0358823959932","2.41285160943452","2.7076118431059","2.46060764048383","","","","","","","","","",
"Cayman Islands","CYM","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
